date,nav,scheme_code,fund_name,fund_house
01-06-2026,6824.86360,118701,Mirae_Large_Cap,Nippon India Mutual Fund
31-05-2026,6823.32650,118701,Mirae_Large_Cap,Nippon India Mutual Fund
30-05-2026,6822.07200,118701,Mirae_Large_Cap,Nippon India Mutual Fund
29-05-2026,6820.81950,118701,Mirae_Large_Cap,Nippon India Mutual Fund
28-05-2026,6818.18940,118701,Mirae_Large_Cap,Nippon India Mutual Fund
27-05-2026,6816.92870,118701,Mirae_Large_Cap,Nippon India Mutual Fund
26-05-2026,6815.64160,118701,Mirae_Large_Cap,Nippon India Mutual Fund
25-05-2026,6814.78600,118701,Mirae_Large_Cap,Nippon India Mutual Fund
24-05-2026,6813.87260,118701,Mirae_Large_Cap,Nippon India Mutual Fund
22-05-2026,6811.48870,118701,Mirae_Large_Cap,Nippon India Mutual Fund
21-05-2026,6810.48140,118701,Mirae_Large_Cap,Nippon India Mutual Fund
20-05-2026,6809.84150,118701,Mirae_Large_Cap,Nippon India Mutual Fund
19-05-2026,6808.99860,118701,Mirae_Large_Cap,Nippon India Mutual Fund
18-05-2026,6808.02770,118701,Mirae_Large_Cap,Nippon India Mutual Fund
17-05-2026,6807.14960,118701,Mirae_Large_Cap,Nippon India Mutual Fund
15-05-2026,6804.85570,118701,Mirae_Large_Cap,Nippon India Mutual Fund
14-05-2026,6803.75600,118701,Mirae_Large_Cap,Nippon India Mutual Fund
13-05-2026,6803.22730,118701,Mirae_Large_Cap,Nippon India Mutual Fund
12-05-2026,6802.33260,118701,Mirae_Large_Cap,Nippon India Mutual Fund
11-05-2026,6801.44600,118701,Mirae_Large_Cap,Nippon India Mutual Fund
10-05-2026,6800.64230,118701,Mirae_Large_Cap,Nippon India Mutual Fund
08-05-2026,6798.37940,118701,Mirae_Large_Cap,Nippon India Mutual Fund
07-05-2026,6797.20130,118701,Mirae_Large_Cap,Nippon India Mutual Fund
06-05-2026,6796.06760,118701,Mirae_Large_Cap,Nippon India Mutual Fund
05-05-2026,6794.93520,118701,Mirae_Large_Cap,Nippon India Mutual Fund
04-05-2026,6794.03040,118701,Mirae_Large_Cap,Nippon India Mutual Fund
03-05-2026,6792.89520,118701,Mirae_Large_Cap,Nippon India Mutual Fund
01-05-2026,6790.63060,118701,Mirae_Large_Cap,Nippon India Mutual Fund
30-04-2026,6789.49970,118701,Mirae_Large_Cap,Nippon India Mutual Fund
29-04-2026,6788.86590,118701,Mirae_Large_Cap,Nippon India Mutual Fund
28-04-2026,6788.02830,118701,Mirae_Large_Cap,Nippon India Mutual Fund
27-04-2026,6787.26300,118701,Mirae_Large_Cap,Nippon India Mutual Fund
26-04-2026,6787.01780,118701,Mirae_Large_Cap,Nippon India Mutual Fund
24-04-2026,6784.90300,118701,Mirae_Large_Cap,Nippon India Mutual Fund
23-04-2026,6784.01920,118701,Mirae_Large_Cap,Nippon India Mutual Fund
